363,hasOutcome,1225
363,hasOutcome,1224
363,hasOutcome,1223
363,hasOutcome,1210
363,hasOutcome,1215
363,hasIntervention,434
363,hasIntervention,697
363,hasProblem,143
364,hasOutcome,1227
364,hasOutcome,1226
364,hasIntervention,711
364,hasIntervention,700
364,hasProblem,37
365,hasOutcome,1211
365,hasIntervention,699
365,hasIntervention,704
365,hasIntervention,698
365,hasIntervention,696
365,hasProblem,17
366,hasOutcome,1221
366,hasOutcome,1228
366,hasIntervention,713
366,hasProblem,97
367,hasOutcome,1240
367,hasOutcome,1248
367,hasIntervention,718
367,hasIntervention,721
367,hasProblem,37
368,hasOutcome,1229
368,hasOutcome,1222
368,hasOutcome,1235
368,hasOutcome,1234
368,hasIntervention,462
368,hasIntervention,710
368,hasProblem,37
369,hasOutcome,1239
369,hasOutcome,1238
369,hasIntervention,717
369,hasIntervention,714
369,hasProblem,57
369,hasProblem,150
369,hasProblem,149
369,hasProblem,148
369,hasProblem,103
369,hasProblem,79
369,hasProblem,147
369,hasProblem,77
370,hasOutcome,1244
370,hasOutcome,1243
370,hasIntervention,719
370,hasIntervention,720
370,hasProblem,82
371,hasOutcome,1249
371,hasOutcome,1245
371,hasOutcome,1252
371,hasOutcome,1251
371,hasOutcome,1250
371,hasIntervention,715
371,hasIntervention,722
371,hasProblem,21
372,hasOutcome,1247
372,hasIntervention,462
372,hasIntervention,628
372,hasProblem,151
373,hasOutcome,1246
373,hasIntervention,462
373,hasIntervention,723
373,hasProblem,109
374,hasOutcome,1253
374,hasIntervention,462
374,hasIntervention,623
374,hasProblem,31
375,hasOutcome,1256
375,hasOutcome,1255
375,hasOutcome,1254
375,hasIntervention,726
375,hasIntervention,462
375,hasIntervention,725
375,hasProblem,152
376,hasOutcome,1258
376,hasOutcome,1257
376,hasIntervention,719
376,hasIntervention,724
376,hasProblem,37
377,hasOutcome,1262
377,hasOutcome,1261
377,hasIntervention,625
377,hasIntervention,730
377,hasIntervention,727
377,hasProblem,153
378,hasOutcome,1265
378,hasIntervention,615
378,hasIntervention,462
378,hasIntervention,729
378,hasProblem,81
378,hasProblem,154
379,hasOutcome,1263
379,hasOutcome,1260
379,hasOutcome,1259
379,hasIntervention,728
379,hasProblem,66
380,hasOutcome,1271
380,hasOutcome,1270
380,hasOutcome,1269
380,hasOutcome,1268
380,hasOutcome,1267
380,hasOutcome,1266
380,hasIntervention,434
380,hasIntervention,731
380,hasProblem,143
381,hasOutcome,1264
381,hasIntervention,434
381,hasIntervention,734
381,hasProblem,155
382,hasOutcome,1276
382,hasOutcome,1275
382,hasIntervention,628
382,hasProblem,156
383,hasOutcome,1279
383,hasOutcome,1283
383,hasOutcome,1278
383,hasOutcome,1277
